term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-übertragungsprinzip--princip_prěnosa,Übertragungsprinzip,princip prěnosa,принцип преноса,,pan_slavic_native|source_fidelity,unstated,F10-1,review,3,noether_paper06_introduction_terms.json; noether_paper06_section03_terms.json; noether_paper06_section06_terms.json; logbook:2026-06-09: Paper 02 §2 Interslavic Decisions
ISV-übertragungsprinzip_für_die_rationalbasi--princip_prěnosa_za_r,Übertragungsprinzip für die Rationalbasis,princip prěnosa za racionalnu bazu,принцип преноса за рационалну базу,basis,unstated,unstated,F10-1,review,1,noether_paper06_section04_terms.json
ISV-LB-formensystem,Formensystem,sistem form,,,pan_slavic_native|coinage,solid,F10-1,review,1,logbook:Paper 01 v001 Decisions / Key Terms
ISV-LB-ternäre_biquadratische_form,ternäre biquadratische Form,ternarna bikvadratična forma,,,source_fidelity,solid,F10-1,review,1,logbook:Paper 01 v001 Decisions / Key Terms
ISV-LB-relativ_vollständiges_system,relativ vollständiges System,odnosno polny sistem,,,unstated,needs_review,F10-1,review,1,logbook:Paper 01 v001 Decisions / Key Terms
ISV-LB-überschiebung,Überschiebung,transvekcija,,,international,solid,F10-1,review,1,logbook:Paper 01 v001 Decisions / Key Terms
ISV-LB-mod,mod,modulo,,,pan_slavic_native|international,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
ISV-LB-adjungieren,adjungieren,pridavati,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
ISV-LB-simultanes_system,simultanes System,simultanny sistem,,,pan_slavic_native|international|coinage,unstated,F10-4,review,1,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
ISV-LB-rechnerisches_mittel,rechnerisches Mittel,računno sredstvo,,,unstated,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
ISV-LB-faltungsprozeßfaltung,Faltungsprozeß/Faltung,proces svijanja/svijanje,,,unstated,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 §1 Interslavic Decisions / Term Choices
ISV-LB-reihenentwicklungen_nach_polaren,Reihenentwicklungen nach Polaren,razvitja v ręd po polarah,,,unstated,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 §2 Interslavic Decisions / Term Choices
ISV-LB-zusammengesetzte_polaren,zusammengesetzte Polaren,složene polary,,set,pan_slavic_native|international,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 §2 Interslavic Decisions / Term Choices
ISV-LB-rekurrierendes_gleichungssystem,rekurrierendes Gleichungssystem,rekursivny sistem ravnanj,,,unstated,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 §2 Interslavic Decisions / Term Choices
ISV-LB-numerische_koeffizienten,numerische Koeffizienten,čislove koeficienty,,,international,unstated,F10-1,review,1,logbook:2026-06-09: Paper 02 §2 Interslavic Decisions / Term Choices
ISV-LB-zurückführung_des_moduls,Zurückführung des Moduls,svedenje modula,,,pan_slavic_native,rejected,F10-1,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-klammerfaktor,Klammerfaktor,skobkovy faktor,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-höherer_modul,höherer Modul,vyšši modul,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-umkehrung_des_gleichungssystems,Umkehrung des Gleichungssystems,obrat sistema ravnanj,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-reduktionsformeln,Reduktionsformeln,redukcijne formuly,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-relationen_für_die_zerfallenden_formen,Relationen für die zerfallenden Formen,relacije za razložime formy,,relation,coinage,unstated,F10-4,review,1,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
ISV-LB-relativ_vollständiges_system_mod_svarrho,"relativ vollständiges System mod $(s,\varrho,t)$","relativno polny sistem mod $(s,\varrho,t)$",,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §7 Interslavic Decisions / Term Choices
ISV-LB-formen_dritter_ordnung,Formen dritter Ordnung,Formy tretjego poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §8 Interslavic Decisions / Term Choices
ISV-LB-faltung_von_f_mit_nu,Faltung von $f$ mit $\nu$,Svijanje $f$ s $\nu$,,,unstated,solid,F10-1,review,1,logbook:2026-06-10: Paper 02 §8 Interslavic Decisions / Term Choices
ISV-LB-formen_vierter_ordnung,Formen vierter Ordnung,Formy četvrtogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
ISV-LB-faltung_von_theta_mit_nu,Faltung von $\theta$ mit $\nu$,Svijanje $\theta$ s $\nu$,,,unstated,solid,F10-1,review,1,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
ISV-LB-durch_doppelte_reduktion,durch doppelte Reduktion,črez dvojnu redukciju,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
ISV-LB-nach_dem_ansatz,nach dem Ansatz,po slědujućej začetnoj shemě,,,unstated,rejected,F10-1,review,1,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
ISV-LB-adj_modul,adj. Modul,adjungovany modul,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
ISV-LB-formen_fünfter_ordnung,Formen fünfter Ordnung,Formy petogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-faltung_von_kja_mit_nu_f_mit_h,"Faltung von K,j,\A mit \nu; f mit H","Svijanje K,j,\A s \nu; f s H",,,unstated,solid,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-die_doppelte_berechnung_gibt_anlaß_zur_r,Die doppelte Berechnung ... gibt Anlaß zur Reduktion,Dvojno izračunanje ... daje povod k redukciji,,,unstated,rejected,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-ableitung_der_formeln,Ableitung der Formeln,Izvodženje formul,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-dualistisch_entgegengesetzt,dualistisch entgegengesetzt,dualistično protivopoložny,,set,source_fidelity,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-als_modul_adjungiert,als Modul adjungiert,adjungovano kako modul,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
ISV-LB-formen_sechster_ordnung,Formen sechster Ordnung,Formy šestogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
ISV-LB-übersicht_über_die_reduktionen,Übersicht über die Reduktionen,Obzor redukcij,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
ISV-LB-ausführung_der_reduktionen,Ausführung der Reduktionen,Izpolnjenje redukcij,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
ISV-LB-gesamtformenreihe,Gesamtformenreihe,obći ręd form,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
ISV-LB-identitäten_entstehen_nicht,Identitäten entstehen nicht,identičnosti ne nastavajut,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
ISV-LB-formen_siebenter_ordnung,Formen siebenter Ordnung,Formy sedmogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
ISV-LB-einmalige_überschiebung,einmalige Überschiebung,jednorazovy prěnos,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
ISV-LB-zweimalige_polarisation,zweimalige Polarisation,dvojnorazova polarizacija,,,international,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
ISV-LB-nach_dem_ansatz,nach dem Ansatz,po začętnoj shemě,,,unstated,rejected,F10-1,review,1,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
ISV-LB-formen_achter_ordnung,Formen achter Ordnung,Formy osmogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §13 Interslavic Decisions / 
ISV-LB-sukzessive_einmalige_faltung,sukzessive einmalige Faltung,poslědovateljno jednorazovo svijanje,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §13 Interslavic Decisions / 
ISV-LB-spezielle_zweimalige_faltung,spezielle zweimalige Faltung,specialno dvojnorazovo svijanje,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §13 Interslavic Decisions / 
ISV-LB-formen_neunter_ordnung,Formen neunter Ordnung,Formy devętogo poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §14 Interslavic Decisions / 
ISV-LB-überschiebungen_über_funktionaldetermina,Überschiebungen über Funktionaldeterminanten,transvekcije nad funkcionalnymi determinantami,,determinant,pan_slavic_native|international,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §14 Interslavic Decisions / 
ISV-LB-dualistisch_entgegengesetzte_betrachtung,dualistisch entgegengesetzte Betrachtung,dualistično protivopoložno razmatrjenje,,set,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §15 Interslavic Decisions / 
ISV-LB-formen_11_12_13_15_ordnung,"Formen 11., 12., 13., 15. Ordnung","Formy 11., 12., 13. i 15. poręda",,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §16 Interslavic Decisions / 
ISV-LB-zerfallen_oder_reduzibilität_der_übrigen,Zerfallen oder Reduzibilität der übrigen Formen,Razkladanje ili reducibilnost ostalyh form,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §16 Interslavic Decisions / 
ISV-LB-erschöpft,erschöpft,izčrpane,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §16 Interslavic Decisions / 
ISV-LB-relativ_vollständiges_system_mod_varrhot,"relativ vollständiges System mod $(\varrho,t)$","relativno polny sistem mod $(\varrho,t)$",,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
ISV-LB-reduktion_des_moduls_und_des_systems_von,Reduktion des Moduls ... und des Systems von s,redukcija modula ... i sistema od s,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
ISV-LB-höhere_formen,höhere Formen,vyše formy,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
ISV-LB-moduvarrhot,"\modu{(\varrho,t)}","\pmod{(\varrho,t)}",,,script_stability,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
ISV-LB-system_s_i,System $s_I$,Sistem $s_I$,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
ISV-LB-formenreiheformenreihen,Formenreihe/Formenreihen,ręd form/rędy form,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
ISV-LB-durch_zurückgehen,durch Zurückgehen ...,črez vraćanje ...,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
ISV-LB-beliebige_formen,beliebige Formen,proizvoljne formy,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
ISV-LB-zerfallende_formen,zerfallende Formen,razkladne formy,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
ISV-LB-formenreiheformenreihen,Formenreihe/Formenreihen,ręd form/rędy form,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions / 
ISV-LB-zerfälltzerfallen,zerfällt/Zerfallen,razkladaje se/razkladanje,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions / 
ISV-LB-formen_7_ordnung,Formen 7. Ordnung,Formy 7. poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
ISV-LB-direkte_faltung_mit_den_reduzenten,direkte Faltung mit den Reduzenten,neposrědno svijanje s reducentami,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
ISV-LB-zerfallen_von_überschiebungen_mit_funkti,Zerfallen von Überschiebungen mit Funktionaldeterminanten,razkladanje transvekcij s funkcionalnymi determinantami,,determinant,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
ISV-LB-durch_zurückgehen_auf_niedrigere_formen,durch Zurückgehen ... auf niedrigere Formen,črez vraćanje ... k nižšim formam,,,pan_slavic_native,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
ISV-LB-nach_dem_ansatz,nach dem Ansatz,po slědujućej shemě,,,unstated,rejected,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
ISV-LB-formen_8_ordnung,Formen 8. Ordnung,Formy 8. poręda,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions / 
ISV-LB-überschiebung_über_funktionaldeterminant,Überschiebung über Funktionaldeterminanten,transvekcija črez funkcionalne determinanty,,determinant,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions / 
ISV-LB-einmalige_überschiebung,einmalige Überschiebung,jednokratna transvekcija,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions / 
ISV-LB-produkt,Produkt,produkt,,,pan_slavic_native|international,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions / 
ISV-LB-zerfallende_form,zerfallende Form,razkladna forma,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions / 
ISV-LB-zerfallende_form,zerfallende Form,razkladna forma,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 23 Interslavic Decisions / 
ISV-LB-produkte_von_formen_niedrigeren_grades_a,Produkte von Formen niedrigeren Grades ausgelassen,produkty form nižšego stepena sut izpušćene,,,unstated,unstated,F10-1,review,1,logbook:2026-06-10: Paper 02 Section 23 Interslavic Decisions / 
