"action_id","timestamp_utc","paper","page_or_locus","origin_type","origin_source","what_changed_or_was_checked","current_head_or_artifact","promoted_or_logged","status","notes"
"CO-TAIL-20260719-F027","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p728; TeX 21797-21805","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis across the theorem block without changing formulas; source reading: complete lemma statement source-emphasized, including its opening display, prose, and closing identity","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-18.png"
"CO-TAIL-20260719-F028","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p729; TeX 21844","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the source numbered proof-marker styling; source reading: bold proof marker 2. followed by roman proof text","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-19.png"
"CO-TAIL-20260719-F029","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p729; TeX 21915","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: d. h.; w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-19.png"
"CO-TAIL-20260719-F030","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p730; TeX 21925","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source theorem styling; source reading: Satz 1 label followed by source-emphasized theorem statement","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-20.png"
"CO-TAIL-20260719-F031","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p730; TeX 21929","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the source numbered proof-marker styling; source reading: bold proof marker 2. followed by roman proof text","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-20.png"
"CO-TAIL-20260719-F032","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p730; TeX 21937","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-20.png"
"CO-TAIL-20260719-F033","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p732; TeX 22063","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-22.png"
"CO-TAIL-20260719-F034","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p733; TeX 22095,22101","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing in both proofs; source reading: w. z. b. w.; w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-23.png"
"CO-TAIL-20260719-F035","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p734; TeX 22133,22147,22175","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w. at all three proof conclusions","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-24.png"
"CO-TAIL-20260719-F036","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p734; TeX 22135","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the source numbered proof-marker styling; source reading: bold marker 2. followed by roman proof text","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-24.png"
"CO-TAIL-20260719-F037","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p735; TeX 22191","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-25.png"
"CO-TAIL-20260719-F038","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p736; TeX 22228","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-26.png"
"CO-TAIL-20260719-F039","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p736; TeX 22234,22238","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source semantic emphasis without changing prose; source reading: source emphasis on eines, abgeschlossen, and Null","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-26.png"
"CO-TAIL-20260719-F040","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p737; TeX 22251","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: d. h.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-27.png"
"CO-TAIL-20260719-F041","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p738; TeX 22274,22319","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: d. h.; w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-28.png"
"CO-TAIL-20260719-F042","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p741; TeX 22440","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: d. h.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-31.png"
"CO-TAIL-20260719-F043","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p742; TeX 22510,22534","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source terminology emphasis; source reading: source-emphasized Pseudomatrizeneinheiten and first assoziiert","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-32.png"
"CO-TAIL-20260719-F044","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p743; TeX 22576","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the omitted extension-field subscript Gamma; source reading: mathfrak l_i = mathfrak K_{r Gamma} e_i","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-33.png"
"CO-TAIL-20260719-F045","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p744; TeX 22625,22627","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source proof-clause emphasis; source reading: source-emphasized opening clauses of proof parts 1 and 2","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-34.png"
"CO-TAIL-20260719-F046","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p745; TeX 22718,22722","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis without changing formulas; source reading: source-emphasized product-definition phrase; emphasized Zum Beweis marker","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-35.png"
"CO-TAIL-20260719-F047","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p746; TeX 22781","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis on the conclusion of proof part 2; source reading: source-emphasized descended-ideal statement","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-36.png"
"CO-P04F-144-01","2026-07-19","P04","printed p144; output p60","Web_Pro_found_LocalCodex_independently_source_adjudicated","original Crelle 600-dpi source page plus focused evidence","Formula (54) used \rho\le n. -> Restored the source double-line glyph \rho\leqq n.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Bounded localized merge; p144 source strip 2 / formula (54)"
"CO-P04F-144-02","2026-07-19","P04","printed p144; output p60","Web_Pro_found_LocalCodex_independently_source_adjudicated","original Crelle 600-dpi source page plus focused evidence","Procedure sentence incorrectly kept the terminal p_rho / xi^(rho) family. -> Restored source p_sigma and xi^(1),...,xi^(sigma) for the individual rows being substituted.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Bounded localized merge; p144 source strip 3; exact sentence after (56.)"
"CO-P04F-145-01","2026-07-19","P04","printed p145; output p60","Web_Pro_found_LocalCodex_independently_source_adjudicated","original Crelle 600-dpi source page plus focused evidence","rho >= sigma used a single-line greater-or-equal glyph. -> Restored source rho \geqq sigma.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Bounded localized merge; p145 source strip 1, opening continuation"
