token,count,classification,covered,files,top_files,stage
jest,3421,exact_known,True,208,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
obrabotane,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
dickson,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
školy,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
formalne,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
razširjen,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
zavisny,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
medžupolju,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
rěšenomu,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
ograničujuče,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
sostojajučego,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
upotrebljen,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
potrěbnom,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
prěnumerovanju,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
novymi,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
ograničujučego,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
iskatu,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
vybrana,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
dokonany,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
rezolventa,1,exact_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
razlikuju,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
vyvedenom,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
najznačnejšim,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
najvyšej,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
ktoroho,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
razvijam,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
korakom,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
ograničenu,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
iskanoj,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
kratnogo,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
povtarjam,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
uproščen,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
popraviti,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
propust,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
izvorni,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
nepredpostavjenu,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
děluje,1,math_insert_candidate,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
obnimajuči,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
ostroj,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
masazo,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
sono,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
dirichlet,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
zahlentheorie,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
izrěkl,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
jednotipnyh,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
stepenji,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
izloženjah,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
prozračny,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
obobčeny,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
predpostavjajut,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
silnějša,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
dobivenogo,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
vnizu,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
razděljene,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
ispolnjenja,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
načrtavam,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
vyvodim,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
dozvaljaje,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
podrediti,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
kroneckerova,1,exact_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
vključena,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
razvijana,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
primjerov,1,stem_known,True,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,covered_existing
ostrěje,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
izvornoj,1,low_frequency_backlog,False,1,translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex,uncovered
grečskymi,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
upotrěbljena,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
vyvedenym,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
eksistencijo,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
prěryvanja,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
nulovost,1,stem_known,True,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,covered_existing
ljubych,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
zamknjenogo,1,stem_known,True,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,covered_existing
dozvaljajut,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
daljnja,1,stem_known,True,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,covered_existing
prěšla,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
kakymkoli,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
necělym,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
specializiramo,1,stem_known,True,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,covered_existing
adjunkcijo,1,stem_known,True,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,covered_existing
parov,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
ljubo,1,low_frequency_backlog,False,1,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex,uncovered
razširjajučego,1,stem_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
spojanje,1,low_frequency_backlog,False,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,uncovered
kratnomu,1,stem_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
ljubomu,1,low_frequency_backlog,False,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,uncovered
vsebovane,1,low_frequency_backlog,False,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,uncovered
predpostavjenjami,1,stem_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
prěryvajut,1,stem_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
vzamaje,1,low_frequency_backlog,False,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,uncovered
cěločiselne,1,exact_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
kratne,1,stem_known,True,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,covered_existing
prirědženyh,1,low_frequency_backlog,False,1,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex,uncovered
aksiomu,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
vsebovanom,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
galuaovom,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
vyvedenoj,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
dejansko,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
nenulovo,1,stem_known,True,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,covered_existing
nevsebovany,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
najwyššej,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
privlěčenja,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
primitivnyh,1,stem_known,True,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,covered_existing
imenitelji,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
začne,1,low_frequency_backlog,False,1,translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex,uncovered
modulno-homomorfny,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
vyčerpany,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
modulno-izomorfne,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
pojmaje,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
prirědžujut,1,low_frequency_backlog,False,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,uncovered
identitetě,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
pojmajut,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
izjednačujut,1,low_frequency_backlog,False,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,uncovered
izjednačenju,1,low_frequency_backlog,False,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,uncovered
kolcevo-homomorfno,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
vyčerpano,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
prirědbě,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
kolcevo-izomorfne,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
uvodi,1,low_frequency_backlog,False,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,uncovered
kolcevy,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
sobrané,1,low_frequency_backlog,False,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,uncovered
sumah,1,stem_known,True,1,translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
