physical_page	printed_page	archive_path	finding	disposition
25-30	296-301	legacy_corpus_entry/source_extract_aligned.aux	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/source_extract_aligned.log	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/source_extract_aligned.out	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/source_extract_aligned.pdf	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/source_extract_aligned.tex	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/source_transcription.tex	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	legacy_corpus_entry/translation_en.tex	English orientation witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
25-30	296-301	misc_prior/31_page_retypeset_comparison.pdf	The 31-page retypeset PDF was consulted after the source freeze as a layout and English-orientation comparator. Its pagination and typesetting differ from the controlling authority; all P05 text and mathematics were independently checked against the frozen French and authority pixels.	ZERO_ACCEPTED; layout/orientation comparator only
25-30	296-301	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	The complete-work diagram contact sheet was inspected after the P05 source freeze for routing and gross page alignment only. Direct authority renders control every P05 reading.	ZERO_ACCEPTED; derived visual overview only
25	296	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p024_diag01.png	Derived diagram-aid witness for article index 24 / authority physical page 25. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
26	297	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p025_diag01.png	Derived diagram-aid witness for article index 25 / authority physical page 26. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
27	298	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p026_diag01.png	Derived diagram-aid witness for article index 26 / authority physical page 27. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
28	299	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p027_diag01.png	Derived diagram-aid witness for article index 27 / authority physical page 28. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
29	300	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p028_diag01.png	Derived diagram-aid witness for article index 28 / authority physical page 29. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
30	301	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p029_diag01.png	Derived diagram-aid witness for article index 29 / authority physical page 30. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
25-30	296-301	diagram_archive_branch_1/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_1/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_1/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_1/support/README.md	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	The complete-work diagram contact sheet was inspected after the P05 source freeze for routing and gross page alignment only. Direct authority renders control every P05 reading.	ZERO_ACCEPTED; derived visual overview only
25	296	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p024_diag01.png	Derived diagram-aid witness for article index 24 / authority physical page 25. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
26	297	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p025_diag01.png	Derived diagram-aid witness for article index 25 / authority physical page 26. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
27	298	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p026_diag01.png	Derived diagram-aid witness for article index 26 / authority physical page 27. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
28	299	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p027_diag01.png	Derived diagram-aid witness for article index 27 / authority physical page 28. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
29	300	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p028_diag01.png	Derived diagram-aid witness for article index 28 / authority physical page 29. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
30	301	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p029_diag01.png	Derived diagram-aid witness for article index 29 / authority physical page 30. It is an overinclusive page/formula crop used only for location and gross alignment after the French freeze; the authority image controls all text and mathematics.	ZERO_ACCEPTED; derived visual locator only
25-30	296-301	diagram_archive_branch_2/support/D020_diagram_counts_by_item.csv	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_2/support/D020_diagram_witness_manifest.csv	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_2/support/D020_diagram_witness_manifest.jsonl	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
25-30	296-301	diagram_archive_branch_2/support/README.md	Diagram-aid support/manifest control for branches containing the P05 locator crops. It verifies routing and hashes but contains no independent canonical reading.	ZERO_ACCEPTED; provenance/control only
