token,count,files,old_classification,new_classification,recommended_action,note,existing_group_id,existing_lemma,dictionary_isv,dictionary_en,dictionary_pos,top_files
anulirajut,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex; translations/paper34/source_fidelity_section20/interslavic/v001/Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.tex
vyšje,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
posrědovana,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_posrě); needs corpus-context class,,,posrěbriti,silver-plate,v.tr. pf.,translations/paper34/section16/interslavic/v001/Noether_Paper34_Section16_Interslavic_v001.tex; translations/paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex
raneje,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex; translations/paper34/section18/interslavic/v001/Noether_Paper34_Section18_Interslavic_v001.tex
lěvomu,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
javjajut,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_javja); needs corpus-context class,,,javjati sę,"appear, become visible, come in sight",v.refl. ipf.,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
artinovymi,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper37/source_fidelity/interslavic/v001/Noether_Paper37_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
provodnikami,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_provo); needs corpus-context class,,,provod,"wire, wiring",m.,translations/paper37/source_fidelity/interslavic/v001/Noether_Paper37_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
deuring,3,2,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
bezuslovno,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_bezus); needs corpus-context class,,,bezusiľje,effortlessness,n.sg.,translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
fiksnogo,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex
izčezava,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-izčezati (izčezati); match=head_match_izčez,reg-izčezati,izčezati,,,,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
porođeny,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group generates (porođati); match=head_match_porođ,generates,porođati,,,,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
dostavljene,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-dostati (dostati/dobyti); match=head_match_dosta,reg-dostati,dostati/dobyti,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex
činjenice,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex
raspravy,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
dolžina,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group length (dlugost); match=head_match_dolži,length,dlugost,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
najniži,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_najni); needs corpus-context class,,,najnizši,lowest,adj.sup.,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
glej,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
leopold,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
izdal,3,1,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_izdal); POS=adv.; decide stoplist vs register,,,izdaleka,"from afar, from a distance",adv.,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
leipzig,3,1,low_frequency_backlog,source_or_bibliographic_residue,exclude_source_residue,German/English/bibliographic residue; do not promote into ISV lexicon,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
berlin,3,1,low_frequency_backlog,source_or_bibliographic_residue,exclude_source_residue,German/English/bibliographic residue; do not promote into ISV lexicon,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
teubner,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex
rędovogo,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_rędov); needs corpus-context class,,,rędovy,private (rank),m.anim.,translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex
područja,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_podru); needs corpus-context class,,,podružiti sę,"befriend, make friends",v.refl. pf.,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex
familij,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group family (familija); match=exact_variant,family,familija,,,,translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
sostojajuču,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-sostojati (sostojati); match=head_match_sosto,reg-sostojati,sostojati,,,,translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
smě,3,1,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex
někakoj,3,1,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_někak); POS=adv.; decide stoplist vs register,,,někako,somehow,adv.,translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex
prědhodnoj,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group preceding (prědhodny); match=head_match_prědh,preceding,prědhodny,,,,translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex
aproksimovati,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper10/interslavic/v001/Noether_Paper10_Section04_Interslavic_v001.tex
ekstremaly,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_ekstr); needs corpus-context class,,,ekstragovati,extract,v.tr. ipf./pf.,translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex
potęgah,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex
najobče,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-obći (obći); match=head_match_najob,reg-obći,obći,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
važat,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
variaciju,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group precisely-prave (právě (variant)); match=head_match_varia,precisely-prave,právě (variant),,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
divergencijami,3,1,low_frequency_backlog,math_or_noether_candidate,insert_math_or_link_to_concept,Mathematical/Noether/root-term candidate; source-side concept link needed before certification,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
sohranenja,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group preserve (sohranjati); match=head_match_sohra,preserve,sohranjati,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
energijskim,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_energ); needs corpus-context class,,,energetičny,energy,adj.,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
divergenciji,3,1,low_frequency_backlog,math_or_noether_candidate,insert_math_or_link_to_concept,Mathematical/Noether/root-term candidate; source-side concept link needed before certification,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
wirtinger,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
weierstrassa,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
divizorov,3,1,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_diviz); needs corpus-context class,,,vȯzdušna divizija,airborne division,f.,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
analogije,3,1,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-analogija (analogija); match=head_match_analo,reg-analogija,analogija,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
poligona,3,1,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
věsy,3,1,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
