recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
F_missing_witness_backfill,0,ISV-hauptgeschlechtssatz--unnamed,principal genus theorem,Hauptgeschlechtssatz,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
F_missing_witness_backfill,0,ISV-strahlklasseneinteilung--unnamed,discriminant,Strahlklasseneinteilung,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
F_missing_witness_backfill,0,ISV-transformationsgrößen--unnamed,transformation quantities,Transformationsgrößen,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
F_missing_witness_backfill,0,ISV-verschränkte_darstellung--unnamed,crossed representation,verschränkte Darstellung,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
F_missing_witness_backfill,0,ISV-verschränktes_produkt--unnamed,crossed product,verschränktes Produkt,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
F_missing_witness_backfill,0,ISV-LB-formensystem,sistem,Formensystem,sistem form,F10-1,,,,merge into glossary schema during backfill,,logbook:Paper 01 v001 Decisions / Key Terms
F_missing_witness_backfill,0,ISV-LB-ternäre_biquadratische_form,kvadrat,ternäre biquadratische Form,ternarna bikvadratična forma,F10-1,,,,merge into glossary schema during backfill,,logbook:Paper 01 v001 Decisions / Key Terms
F_missing_witness_backfill,0,ISV-LB-relativ_vollständiges_system,covariant,relativ vollständiges System,odnosno polny sistem,F10-1,,,blocked_P0_sense_or_specialist,merge into glossary schema during backfill,trap/specialist row: KWIC specialist review required before any evidence can count,logbook:Paper 01 v001 Decisions / Key Terms
F_missing_witness_backfill,0,ISV-LB-adjungieren,adjunction,adjungieren,pridavati,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
F_missing_witness_backfill,0,ISV-LB-rechnerisches_mittel,,rechnerisches Mittel,računno sredstvo,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
F_missing_witness_backfill,0,ISV-LB-faltungsprozeßfaltung,folding,Faltungsprozeß/Faltung,proces svijanja/svijanje,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-09: Paper 02 §1 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-reihenentwicklungen_nach_polaren,,Reihenentwicklungen nach Polaren,razvitja v ręd po polarah,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-09: Paper 02 §2 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-klammerfaktor,direct factor,Klammerfaktor,skobkovy faktor,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-umkehrung_des_gleichungssystems,lemma,Umkehrung des Gleichungssystems,obrat sistema ravnanj,F10-1,0.5469,0.4531,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,merge into glossary schema during backfill,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-reduktionsformeln,reduk,Reduktionsformeln,redukcijne formuly,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-relativ_vollständiges_system_mod_svarrho,covariant,"relativ vollständiges System mod $(s,\varrho,t)$","relativno polny sistem mod $(s,\varrho,t)$",F10-1,,,blocked_P0_sense_or_specialist,merge into glossary schema during backfill,trap/specialist row: KWIC specialist review required before any evidence can count,logbook:2026-06-10: Paper 02 §7 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-faltung_von_f_mit_nu,folding,Faltung von $f$ mit $\nu$,Svijanje $f$ s $\nu$,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §8 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-faltung_von_theta_mit_nu,folding,Faltung von $\theta$ mit $\nu$,Svijanje $\theta$ s $\nu$,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-durch_doppelte_reduktion,reduk,durch doppelte Reduktion,črez dvojnu redukciju,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-nach_dem_ansatz,ansatz / setup,nach dem Ansatz,po slědujućej shemě,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §9 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-faltung_von_kja_mit_nu_f_mit_h,folding,"Faltung von K,j,\A mit \nu; f mit H","Svijanje K,j,\A s \nu; f s H",F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-die_doppelte_berechnung_gibt_anlaß_zur_r,reduk,Die doppelte Berechnung ... gibt Anlaß zur Reduktion,Dvojno izračunanje ... daje povod k redukciji,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-ableitung_der_formeln,form,Ableitung der Formeln,Izvodženje formul,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §10 Interslavic Decisions / Term Choices
F_missing_witness_backfill,0,ISV-LB-übersicht_über_die_reduktionen,reduk,Übersicht über die Reduktionen,Obzor redukcij,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
F_missing_witness_backfill,0,ISV-LB-ausführung_der_reduktionen,reduk,Ausführung der Reduktionen,Izpolnjenje redukcij,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
F_missing_witness_backfill,0,ISV-LB-gesamtformenreihe,form,Gesamtformenreihe,obći ręd form,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
F_missing_witness_backfill,0,ISV-LB-identitäten_entstehen_nicht,identity (relation),Identitäten entstehen nicht,identičnosti ne nastavajut,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Interslavic Reference Corpus and §11 Decisions / Paper 02 §11 Term Choices
F_missing_witness_backfill,0,ISV-LB-einmalige_überschiebung,folding,einmalige Überschiebung,jednokratna transvekcija,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-nach_dem_ansatz,ansatz / setup,nach dem Ansatz,po slědujućej shemě,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-spezielle_zweimalige_faltung,special,spezielle zweimalige Faltung,specialno dvojnorazovo svijanje,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §13 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-erschöpft,identity (relation),erschöpft,izčrpane,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §16 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-relativ_vollständiges_system_mod_varrhot,covariant,"relativ vollständiges System mod $(\varrho,t)$","relativno polny sistem mod $(\varrho,t)$",F10-1,,,blocked_P0_sense_or_specialist,merge into glossary schema during backfill,trap/specialist row: KWIC specialist review required before any evidence can count,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-moduvarrhot,,"\modu{(\varrho,t)}","\pmod{(\varrho,t)}",F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §17 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-system_s_i,covariant,System $s_I$,Sistem $s_I$,F10-1,,,blocked_P0_sense_or_specialist,merge into glossary schema during backfill,trap/specialist row: KWIC specialist review required before any evidence can count,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-formenreiheformenreihen,form,Formenreihe/Formenreihen,ręd form/rędy form,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-durch_zurückgehen,form,durch Zurückgehen ...,črez vraćanje ...,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §18 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-formenreiheformenreihen,form,Formenreihe/Formenreihen,ręd form/rędy form,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-zerfälltzerfallen,splitting form,zerfällt/Zerfallen,razkladaje se/razkladanje,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-direkte_faltung_mit_den_reduzenten,direct sum,direkte Faltung mit den Reduzenten,neposrědno svijanje s reducentami,F10-1,,,no_accepted_slavic_context_yet,merge into glossary schema during backfill,available windows rejected or insufficient under this pass,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-nach_dem_ansatz,ansatz / setup,nach dem Ansatz,po slědujućej shemě,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 Section 20 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-einmalige_überschiebung,folding,einmalige Überschiebung,jednokratna transvekcija,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-zerfallende_form,form,zerfallende Form,razkladna forma,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-zerfallende_form,form,zerfallende Form,razkladna forma,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 02 Section 23 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-direkte_faltung,direct sum,direkte Faltung,neposrědnje svijanje,F10-1,,,Q3_NEEDS_TARGETED_DIRECT_SUM_PROBE,merge into glossary schema during backfill,current window does not show direct-sum phrase clearly,logbook:2026-06-10: Paper 02 Section 25 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-unter_gleichzeitiger_betrachtung,least common multiple,unter gleichzeitiger Betrachtung,pri jednovrěmennom razsmotrenju,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 Section 25 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-formensystem,sistem,Formensystem,sistem form,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 03 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-faltungsprozeßfaltungen,folding,Faltungsprozeß/Faltungen,proces svijanja/svijanja,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 03 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-kogredientkontragredient,,kogredient/kontragredient,kogredientny/kontragredientny,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 03 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-variablenreihensymbolreihen,variable,Variablenreihen/Symbolreihen,rędy prěměnnyh/rędy simbolov,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 03 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-zerlegungsidentität,decomposition identity,Zerlegungsidentität,razkladna identičnost,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 03 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-beherrschung,,Beherrschung,ovladanje,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-10: Paper 04 Introduction Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-variabelnreihensymbolreihen,form,Variabelnreihen/Symbolreihen,rędy prěměnnyh/rędy simbolov,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 04 Introduction Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-zerlegungsidentität,decomposition identity,Zerlegungsidentität,razkladna identičnost,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 04 Introduction Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-LB-faltungsprozeßgrundfaltungen,folding,Faltungsprozeß/Grundfaltungen,proces svijanja/osnovne svijanja,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 04 Introduction Interslavic Decisions / 
