row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,75,"razkladu v rědy (3). Tamošnje razsmatranja zato dajut samo formulu (2), i kako specialny slučaj iz njej redukcijny teorem (1); ale, poněže manjka eksplicitny izraz za razliku \(F-\Phi\)",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,77,"ts)\), čto vodi k znanym eksplicitnym formulam. Ale poněže postavjenje polnogo razklada v rědy potrěbuje znanje bazisa modula \(M\), tude jest poželatelnějši invariantno-teoretičny put",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,77,"ravni navedenu literaturu), ktory ne potrěbuje to znanje, ale naprotiv, pomoću razklada v rědy daje bazis modula.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,79,"1. Po Fišeru, \S~11 (formula (19) i slědujuče rědy), normalna forma \(\Phi(z)\) iz [3], tam \(N(\zeta)\), dana jest:",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,84,"konstanty \(a_1,\ldots,a_r\) naležet k oblasti koeficientov \(f(\xi)\) i zaviset samo od stepena \(F(z)\); operator \(S\) opreděljen jest čerez",deferred_no_apply,,,deferred
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,92,"\footnotetext{Sravni formulu (75). V slučaju [3] suma \(\alpha\) proběgaje vse produkty stepenev \(p\)-go razměra, i zato (75) special",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,92,"\footnotetext{Sravni formulu (75). V slučaju [3] suma \(\alpha\) proběgaje vse produkty stepenev \(p\)-go razměra, i zato (75) specializuje se do [5].}",deferred_no_apply,,,deferred
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,109,"utoj na početku (\(\sum PH\) v (2), cit. město), polarom izrazov, ktore zaviset samo od 2 rędov i dobivajut se iz \(F\) polarnymi procesami. Ješče neopreděljene koeficienty \(a_i\) sut",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,121,"gdě \(c_i\) znovu sut racionalne čisla, zaviseče samo od stepena \(F\).",deferred_no_apply,,,deferred
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,128,"ky raz \(\Phi_i\) sut normalne formy odpovědajuče k \(F_i\). Poněže \(F_i\) imaje v \(z\) stepen \((p-i)\), po [4] i [6] dobiva se:",deferred_no_apply,,,deferred
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,160,"go v povezku s [8] ili s razsmatranjami na citovanom městu slěduje znana forma razklada v rědy, kako na primer v (3) na citovanom městu. Ako imajemo \(n\) rędov po \(n\) proměnnyh, \(x",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,160,"e znana forma razklada v rědy, kako na primer v (3) na citovanom městu. Ako imajemo \(n\) rędov po \(n\) proměnnyh, \(x^{(1)},x^{(2)},\ldots,x^{(n-1)},z\), togda odpovědajuče",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,164,i jednako treba opreděliti \(\Delta\) i \(\Omega\) za \(n\) rędov.,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
however,jednako,human_review_only,homograph_risk,human review: however/equally homograph risk,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,164,i jednako treba opreděliti \(\Delta\) i \(\Omega\) za \(n\) rędov.,human_review_before_any_apply,jednako (with homograph usage-note),však,"HOMOGRAPH WARNING: hr/sr jednak(o)=equal(ly) — in math prose where 'equally' is frequent, prefer sentence positions that disambiguate, or use ipak for contrast; this row NEEDS the reviewer"
power-exponent,stepeni,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,181,"gdě \(\lambda_1,\lambda_2,\ldots\) označajut stepeni v \(t_i,t_{ik},\ldots\).",deferred_no_apply,,,deferred
remain-ostati,obstavajut,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,188,"a \(\Phi\) jednovrěmenno jest vlastna funkcija; i po gornjem invariantnom razsmatranju ne obstavajut druge vlastne funkcije, ktore by jednovrěmenno byly invariantami \(F\) (sravni k [10] Der",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,188,"Drugo ravnanje važi, poněže priměnjenje \(S\) vodi vsaku formu iz \(M\) k nuli. Formula [10] pokazuje, že sam",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,194,"lgemeinsten Bereiche aus ganzen transzendenten Zahlen} (\emph{Math. Ann.} 77), na s. 121, ręd 8 od vrha, ręd 9 od vrha i ręd 11 od dola, polje \((H,Y)\) treba zaměniti na «polje \((H,",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,194,"eiche aus ganzen transzendenten Zahlen} (\emph{Math. Ann.} 77), na s. 121, ręd 8 od vrha, ręd 9 od vrha i ręd 11 od dola, polje \((H,Y)\) treba zaměniti na «polje \((H,Y,Y',\ldots,Y^{",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,194,"transzendenten Zahlen} (\emph{Math. Ann.} 77), na s. 121, ręd 8 od vrha, ręd 9 od vrha i ręd 11 od dola, polje \((H,Y)\) treba zaměniti na «polje \((H,Y,Y',\ldots,Y^{(\lambda_0-1)})\",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,194,"{(\lambda_0-1)}\) označajut spregnute od \(Y\) vzhodno k \(H\)». Odpovědajuče, na s. 120, ręd 5 od vrha, i s. 121, ręd 9 od vrha, \((H,y)\) treba zaměniti na \((H,y,y',\ldots,y^{(\lam",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,194,"ut spregnute od \(Y\) vzhodno k \(H\)». Odpovědajuče, na s. 120, ręd 5 od vrha, i s. 121, ręd 9 od vrha, \((H,y)\) treba zaměniti na \((H,y,y',\ldots,y^{(\lambda_0-1)})\).",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,196,"e} (\emph{Math. Ann.} 78), pri formulaciji Hilbertovogo teorema o nerazložimosti, s. 222, ręd 3 od dola, vměsto «čislovo polje \(\Omega\)» točnejše treba kazati: «konečno algebraično",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,28,"rnionen} (Berlin, Springer 1919), lekcija 6. Ale tam v sučnosti jde o glavne idealy; tože važi za raboty \emph{Du Pasquier}, citovane tam v primětce 1.}",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
reg-obći,obščim,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,34,"Oba vidy označajemo obščim imenom \textit{jednostranne moduly}; moduly, ktore sut i pravostranne i lěvostranne, budu",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
reg-obći,vobče,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,48,"ale poněže \(M_1G_2\) ne mora naležati k \(\mM\), kogda \(M_1\) naleži k \(\mM\), to vobče \(F_1G_1\) i \(F_2G_2\) ne morajut byti kongruentne. Zato pri \(M_1=0\), to jest \(F_1=F_",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,50,"načne obratimosti dodavanja; dalje, za množenje klasov ostatkov polinomami i za dodavanje važi distributivny zakon \(F(\my_1+\my_2)=F\my_1+F\my_2\), kako prěmo slěduje iz računjanja s",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
reg-obći,obščih,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,52,"me\). Togda \(F\me=\mx\) jest klas ostatkov, k ktoromu naleži polinom \(F\). V razlikě od obščih klasov ostatkov, tu takože produkt \(\mx\me\) jest dobro opreděljeny i ravny \(\mx\); bo",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
